Hugo_Symbol	meanh	meant	log(FC)
HIST3H2A	53.66600000000001	286.45339999999993	2.4162201958153378
AKR1C1	994.0726	12934.283000000001	3.701705051719426
GINS1	19.717200000000002	304.6654000000001	3.9496990693273824
GPX3	32299.173200000005	2821.4098	-3.5170091023140397
LRP2BP	96.65220000000004	13.337200000000001	-2.8573467512868356
ZWINT	124.62360000000001	1044.7144	3.0674593949505087
AOC3	4360.072999999999	439.43520000000007	-3.3106299465671936
HS3ST4	1.1232	18.4476	4.0377463905632425
SLC5A8	47.56239999999999	8.9344	-2.4123787635785696
PNMA2	173.56040000000002	32.92359999999999	-2.3982438165853748
PTX3	671.1772000000002	116.83940000000003	-2.5221668533288137
FGF11	22.144199999999998	423.62720000000013	4.257794440735617
CEACAM21	191.39140000000003	36.03040000000001	-2.4092394316932553
CCDC181	57.24160000000003	11.588000000000001	-2.304432408685425
NMUR1	67.4238	6.952199999999998	-3.2777164486628982
MNDA	1091.1976000000002	222.5508000000001	-2.2937057844420803
CLEC6A	15.424199999999999	2.3966000000000007	-2.6861346198057574
GMFG	4059.1093999999985	827.5734	-2.294204043964416
CCNA2	43.739	556.1297999999999	3.668429503773172
C8B	146.16180000000003	9.0928	-4.0066978754217875
LY86	733.8502000000001	149.29360000000005	-2.297333276882158
MAD2L1	72.27680000000001	731.9058000000001	3.3400534397556116
KIF17	191.99	29.210600000000003	-2.716467271377568
AGTR2	241.6252	20.481600000000007	-3.560370599998329
NMU	12.252600000000003	409.2353999999999	5.061771121102094
IL17REL	1.7578000000000003	12.738600000000002	2.857363893837657
AC079354.1	39.26980000000001	4.212799999999999	-3.2205689188080227
SLC38A11	9.452	67.06339999999999	2.826834092739438
GNA14	226.81180000000003	36.0686	-2.652680367955448
ESPN	72.29439999999998	529.6722	2.8731439864050565
KCNK3	440.2634	28.649199999999997	-3.9418001562060194
FABP7	2.2774	845.3499999999999	8.536017266360235
PDE2A	343.2948000000001	65.03179999999999	-2.4002307430187586
ANKRD18B	3.744599999999999	68.11740000000002	4.185139846630809
GKN2	2031.5048000000002	52.6054	-5.271194061827168
EPS8L3	1.1208000000000002	8.432399999999998	2.911414443514178
C17orf53	16.974199999999996	178.92279999999994	3.3979217542040963
BUB1B	25.8266	424.0798000000001	4.0374061310521885
GABRR1	0.36260000000000003	27.697199999999995	6.255217401606358
AKR1C3	1209.3906000000002	6810.165599999999	2.493409609302003
GRIA2	0.9014000000000002	7.678200000000001	3.0905287844993183
IL20RB	18.27039999999999	583.3462	4.996772212772887
SLC12A3	3.6872000000000003	18.5474	2.330619384148145
EPHA7	6.2458	40.2472	2.6879301404172358
FAM84A	111.60200000000003	562.345	2.3330926172283135
IGSF1	2.9258000000000006	17.4348	2.575066755489665
CHI3L2	2215.4813999999997	260.2266	-3.0897798697964505
DPYSL2	3135.6584	520.3879999999999	-2.5911088007710026
SELENBP1	7245.4043999999985	586.1754	-3.6276618867214894
NOSTRIN	995.2858000000001	79.82960000000001	-3.640115173027595
ABCA6	241.1738	49.0538	-2.2976363824197312
C19orf59	2625.1548	110.46460000000005	-4.570746482033135
UTS2B	5.8814	54.691800000000015	3.2170930263156285
PRMT8	20.456399999999995	3.9868	-2.359249137435036
FANCB	8.4576	53.76079999999998	2.6682343714283827
SPP1	1115.6566000000003	17473.816600000002	3.9692298156505856
MKI67	43.5074	578.2868	3.7324524622914157
TMEM63C	8.144200000000001	64.78380000000001	2.991788198524271
TDRD12	2.735	43.85979999999999	4.00328649522928
NIPAL4	10.088	200.70280000000002	4.314348657953799
ANO5	32.695399999999985	6.430599999999999	-2.346062415514614
FAT2	9.779000000000003	622.4486	5.992123955497049
KLF17	8.793199999999999	1.6563999999999999	-2.4083371751811966
NKX6-1	1.245	9.452800000000002	2.924595988921984
CHRM2	21.309799999999996	3.2822000000000005	-2.698781996093224
VTN	81.11639999999998	9.5046	-3.0932958083838487
ST6GALNAC5	298.9552	58.66000000000002	-2.349480329017322
AGTR1	162.78960000000004	18.774199999999997	-3.11618519580542
FAM72C	9.9946	61.93719999999998	2.631585430198338
GDF1	1.3606000000000003	10.665200000000002	2.97059612084901
ACVRL1	2701.1290000000004	321.3908	-3.071162004719174
HIST1H2BL	2.6681999999999992	14.705199999999998	2.462387690285555
DPF1	8.336599999999999	57.3782	2.7829716905137425
RMI2	86.01280000000003	685.6555999999999	2.9948608270760952
IGSF10	500.2925999999999	99.0306	-2.3368258277643474
FOSB	7323.362600000001	940.0075999999997	-2.961761903244069
CYP24A1	20.41359999999999	243.70020000000005	3.5775049015065625
IGFALS	47.903600000000004	4.884199999999998	-3.2939398972575376
CXorf36	425.18639999999994	69.51180000000001	-2.6127656426637857
LRRC46	381.8406	64.04039999999999	-2.5759162843129766
FOXA2	444.16020000000003	47.10380000000001	-3.2371647666233723
SORBS1	537.9556	86.33400000000002	-2.6394863676540194
VWA3A	86.5076	13.401999999999997	-2.6903785719686413
NKX3-2	0.5624000000000001	14.461400000000001	4.684466820909707
PGLYRP1	63.4358	7.8464	-3.015194466028826
CX3CR1	162.4468	17.301399999999997	-3.2310066365100023
CNGA4	48.22080000000001	6.6636	-2.8552818790800996
ZNF695	1.7940000000000003	81.86080000000001	5.511920970487574
P2RY12	52.54720000000002	8.572400000000002	-2.6158428167770498
KRT6A	178.69240000000002	56220.8604	8.297483446412294
GINS4	31.3904	263.2208	3.0678781788912666
BMP7	54.9242	815.2062000000001	3.8916511675742624
CXCL3	1108.9183999999998	199.24760000000003	-2.4765189566615655
GJB6	5.599400000000002	1706.1524000000002	8.251258559643846
FAM155B	3.6049999999999995	31.565	3.130254586522166
FAM181B	2.6157999999999997	35.521	3.763348053584588
LPL	1929.3972	162.16260000000003	-3.572637147487544
FAM81B	188.61120000000005	24.2866	-2.9571829085473715
EMP2	12046.340600000003	2068.8954	-2.541662343751152
HPDL	5.1422	69.12480000000001	3.7487457728259894
CLEC3B	6590.4326	285.73220000000003	-4.527637635634792
HMMR	28.461200000000005	244.33339999999995	3.101782695154064
CYP2W1	2.4290000000000003	26.300599999999996	3.436661317250581
FBXO43	2.3852	18.541800000000002	2.958599157656831
PLEKHH2	404.38919999999996	76.00139999999999	-2.4116465683933925
FCER1A	228.39540000000008	39.91460000000001	-2.516545135929916
RAB37	222.69360000000003	41.4992	-2.423904666737391
LMX1B	1.4258000000000002	13.133799999999997	3.203440860142109
SFTPA1	187853.37319999997	9034.372599999999	-4.3780387964894665
STAR	5.256	118.50920000000004	4.494889975593899
PLEKHN1	16.988999999999997	108.2348	2.6714915929158605
FABP4	6579.674	389.327	-4.078961800393687
PRH2	3.170999999999999	47.63279999999999	3.9089455746166575
CELF5	1.4447999999999999	7.597599999999999	2.3946739607670846
LRRC2	22.7914	3.5362000000000005	-2.6882177693569576
DSC1	0.3906	20.755399999999998	5.731650976512527
SLC46A2	275.9194	17.683799999999998	-3.963746668668262
ITIH5	602.2502000000001	106.87820000000004	-2.4943953517304216
FBN2	6.764200000000001	189.27439999999996	4.806416167487375
TCN1	12.854399999999996	201.95259999999996	3.9736825431397635
WSCD1	76.8524	13.887199999999996	-2.468334568151629
TAF7L	0.8996000000000001	5.0038	2.475668560450725
GNMT	47.37799999999999	8.9586	-2.402872099706042
RP11-830F9.6	17.160000000000004	2.5378	-2.757399270577926
CYYR1	617.0409999999999	119.7684	-2.365119040098166
KIAA1462	1143.9026000000001	180.96140000000003	-2.660210315089483
CBLN2	1.8894	32.44379999999999	4.101942737574624
PKP1	86.98219999999999	4883.557399999999	5.811068444957334
PPP1R14A	1710.6193999999994	244.36999999999998	-2.8073797175198187
CDKN2A	74.31	1266.9759999999999	4.091689016606324
MLF1IP	79.7576	701.702	3.1371645712940555
FGF18	68.52840000000002	11.965600000000002	-2.517809262548372
KRT6B	23.754	6304.9938	8.052180668456527
SAPCD2	13.879399999999999	316.2212	4.50991698429368
A2ML1	3.7635999999999994	488.4880000000001	7.020066006911987
LEPR	493.12859999999995	66.94480000000003	-2.880920024983374
CTB-133G6.1	29.474199999999996	4.086999999999999	-2.850338507085115
C12orf54	8.376600000000002	185.92680000000001	4.47222614556535
SSTR1	139.15099999999998	8.9772	-3.9542419295958116
RDH16	6.895399999999999	50.3538	2.8683945072000228
C1orf173	104.11219999999999	12.245599999999992	-3.0878037666323146
GPR146	719.0710000000003	122.3484	-2.5551389924297974
GPC2	14.533000000000001	109.72900000000001	2.9165404126811842
RASAL1	10.8294	155.28959999999998	3.8419359951583605
C21orf128	35.437999999999995	6.4908	-2.44882897695901
FAM111B	20.93359999999999	193.7038	3.209959914733603
SERTM1	113.24540000000003	4.5942	-4.623494976179173
SPRR2E	25.9556	3611.7988	7.120527879579078
KCNQ5	6.005	43.413599999999995	2.8539109095753905
MLIP	5.2874	54.67300000000001	3.3701981627523616
KCNH1	0.48559999999999987	10.386800000000001	4.418839020574332
HOXB9	0.6168	120.17360000000001	7.606101515855015
FAXDC2	1162.3589999999997	133.1698	-3.1257168677498792
PCSK2	93.91779999999999	8.355999999999996	-3.490514216570597
LYPD3	57.96060000000001	2994.0312	5.690872915640526
TENC1	2704.5820000000003	539.6508000000001	-2.3253075712931954
ZBBX	131.14320000000004	24.540800000000008	-2.417888818358254
FBXO27	90.6274	557.304	2.620445307102593
MAGEA2	0.5446000000000002	85.69	7.297786059429894
ALDH3A1	493.95160000000016	4436.6114	3.167016603012391
NDNF	1980.0594	114.81519999999999	-4.108158157169817
MYCN	6.3434	69.139	3.4461715140288414
PPBP	504.5914	25.056200000000004	-4.331876079387618
FAM105A	866.6636	125.16420000000004	-2.7916501370255262
FEZF1	1.5848000000000002	45.8614	4.854907705945062
C17orf99	4.8842	46.773999999999994	3.259512627193767
STIL	18.227999999999998	146.94400000000005	3.0110382714524486
AARD	71.9068	14.589799999999995	-2.3011681016211285
ART1	7.9523999999999955	0.8592000000000002	-3.2103244268121736
C6orf58	1.7919999999999998	16.122799999999998	3.169459771787381
PLCH2	48.350000000000016	309.35819999999995	2.677690480425131
GPRIN1	15.720399999999994	109.21699999999998	2.796487602119565
ALOX5AP	6577.641799999999	1087.1430000000003	-2.5970287239201593
CLIC3	1790.4509999999998	297.7682	-2.588061440984557
CILP2	13.939	84.0234	2.591664101236233
SLC23A1	45.75460000000002	8.9754	-2.3498686529649184
PYCR1	348.3212000000001	2213.0994000000005	2.6675780623726455
SCN1A	57.402600000000014	5.098	-3.4931128055040954
C11orf85	5.5808	1.0922	-2.3532348833026626
MAP1LC3C	122.79240000000001	9.940600000000003	-3.6267445270374354
MMP10	23.178799999999995	1960.7594000000004	6.402462828709442
MYZAP	880.3035999999998	50.856400000000015	-4.113499921793863
BTNL8	65.4446	7.450399999999999	-3.1348843679085365
FKSG48	5.8464	55.61219999999997	3.2497809666133124
PRAME	3.8067999999999995	859.9593999999998	7.8195459631477755
TRPC3	15.530999999999999	3.0685999999999996	-2.33949821991473
KCNA5	49.5836	6.117599999999999	-3.0188253372915295
HSD17B13	75.6342	6.434200000000001	-3.5552060482426704
CABYR	20.9202	358.9438000000001	4.100789429159896
TULP1	1.483	12.2904	3.0509413671280576
PIF1	24.232	158.66560000000004	2.71100398563071
ZNF728	3.0140000000000002	0.48939999999999984	-2.622593410405797
C11orf53	4.3366	28.999800000000004	2.74140666766898
C1orf167	157.1608	14.927600000000007	-3.3961872782450695
FAM184A	291.57439999999997	50.259400000000014	-2.536398704303714
FAM184B	0.8283999999999998	4.960400000000001	2.58205700362422
ESCO2	11.0332	105.15679999999999	3.252618958510986
NAPSA	36788.6042	2568.1978000000004	-3.84043071315019
FAM150B	411.6559999999999	81.20080000000002	-2.3418734077226286
PRG4	913.8883999999999	42.06759999999999	-4.441236582190703
DEPDC1	8.230399999999998	135.9644	4.046122597392877
ALG1L	32.7156	576.6468	4.139637294175838
MGLL	2616.4308000000005	532.6967999999998	-2.2962135831828636
UCK2	257.51940000000013	1352.7836000000002	2.3931780492780512
FAM83D	81.49919999999999	908.9547999999996	3.479350751701374
MS4A8	504.3618000000001	64.1968	-2.9738857204842493
MYO3B	1.7288	15.7394	3.1865376626461237
IGF2BP3	21.406399999999998	319.13140000000004	3.8980364679231525
SMAD6	842.2866	134.22900000000004	-2.6496148167517304
C11orf96	2892.637799999999	499.25199999999995	-2.534545576116141
ICAM4	313.44440000000003	54.91959999999998	-2.5128165318554494
SULT1A2	301.05619999999993	32.80099999999998	-3.1982211249318615
RASGRP2	576.3632000000001	108.29700000000003	-2.4119849458119385
CENPK	50.47220000000003	264.9708	2.392272504437568
LEMD1	17.476800000000004	101.02359999999999	2.5311794017370155
SIX2	11.355199999999998	184.88240000000005	4.025182871309872
APOH	185.17500000000004	8.899600000000001	-4.379005032581225
FFAR4	81.0668	8.707600000000001	-3.218764154551441
SEZ6	4.537999999999999	26.51419999999999	2.546636705279986
TUBB4A	10.832999999999995	55.08820000000001	2.346310497673944
CALCB	1.1608	45.8258	5.302968737080855
C2orf73	38.5576	4.653199999999998	-3.0507201522088048
ENTPD2	17.715999999999994	90.32519999999998	2.350075641771769
PTCRA	80.1134	10.13	-2.9834093980415637
NPW	4.209999999999999	44.289399999999986	3.395069314387042
TSPAN19	151.26700000000002	23.879600000000003	-2.663246711661594
KLRF1	88.85040000000001	14.766800000000003	-2.589021046616448
PITX1	15.194399999999996	966.3168000000001	5.990884632162351
DNMT3B	14.554800000000002	100.81220000000003	2.7921033197818477
DMRT2	27.589000000000002	196.5106	2.8324420648046424
KCNK9	1.4754000000000005	23.571600000000004	3.9978716437098387
IL36G	4.3546000000000005	418.13939999999997	6.5852999768791705
AKR1B15	0.7489999999999999	165.86900000000003	7.79086284572995
C1QTNF6	131.41660000000002	651.8534000000001	2.3104000204441633
CCL14	3506.1728	240.6042000000001	-3.8651633687548115
FAM189A1	31.865600000000015	5.936999999999999	-2.4241938074100196
C9orf24	774.5208	99.97760000000002	-2.9536271834536563
ALPL	3709.8405999999995	658.8937999999999	-2.493239343582712
TRPV3	7.205599999999999	46.818599999999996	2.6998913230305903
SNURF	10.236600000000001	1.1095999999999997	-3.205625018070942
AGRP	102.10220000000002	7.990799999999998	-3.6755301961415885
OSCAR	980.7325999999999	159.97260000000003	-2.6160350120363
KLK13	31.85100000000001	203.5052	2.675655085524503
FERMT1	31.90759999999999	633.1487999999999	4.310572593350912
CCDC108	119.46400000000003	14.299400000000002	-3.0625494151133488
TNNT1	112.6176	841.7295999999999	2.9019245406162915
HRCT1	163.1242	24.454599999999985	-2.7377930543309814
PDK4	2271.8972	171.64079999999996	-3.726433120915611
TMEM212	55.468999999999994	6.1789999999999985	-3.1662364381113473
CSF3	2400.7985999999996	159.5928	-3.9110469115389312
HEPACAM2	4.389000000000001	51.0224	3.5391665869516884
SERPINB2	39.474799999999995	700.5490000000001	4.149482101927892
CASKIN1	1.4998000000000005	9.724200000000002	2.696809437376307
CLDN6	4.813	45.44399999999999	3.239081498640703
PLEK2	69.96600000000004	522.7620000000001	2.9014283549102076
TFAP2B	0.9368000000000001	50.07699999999999	5.7402632501924895
AHNAK2	185.4438	1309.5163999999997	2.819980188002226
SELP	614.9058	76.25880000000001	-3.011389680604888
PANX2	41.87979999999999	211.19799999999995	2.3342697150430456
GSTM1	412.26939999999996	3745.9496000000004	3.1836722002151507
GPT2	66.58080000000001	382.9996	2.5241647750558327
ONECUT2	0.2707999999999999	4.7228	4.1243427978534495
NEK5	50.333400000000026	9.844200000000003	-2.354170180803863
OTC	23.1772	1.3835999999999995	-4.066207463283585
UPK2	6.767799999999999	38.7524	2.5175268215269404
C6orf118	113.25260000000002	19.484199999999994	-2.5391675690160285
USH1G	0.36540000000000006	42.3386	6.856353120703939
TGM5	1.5489999999999997	48.083200000000026	4.956123863250458
CALML3	16.7562	5683.7836	8.406012808085617
CEACAM7	2.6496	32.4082	3.612512410373593
SPINK6	3.4015999999999993	24.006	2.819109627423016
CADM1	1852.0529999999997	382.0471999999999	-2.2773025925734833
CXCL6	77.36739999999998	465.39920000000006	2.5886710340874726
MAK	31.66339999999998	5.997199999999998	-2.400455188656784
LIPN	17.581999999999994	3.193200000000001	-2.461024368967988
ABCC6	323.87660000000005	48.0362	-2.753250304173728
WIF1	1696.0418000000002	202.39239999999998	-3.0669447046672396
TNXB	2587.1698000000006	140.50920000000005	-4.202638242708296
MSI1	9.229	107.21580000000003	3.538199381509729
CXCR2	192.3938	33.45140000000001	-2.5239238116150045
GLRA3	0.5450000000000002	4.621599999999998	3.0840642647884735
BARX2	14.113	276.74699999999996	4.293471078661262
TP63	54.985600000000005	2081.236000000001	5.242242911922032
SPDYC	1.0188000000000001	18.509400000000007	4.183315359782002
LAD1	556.3952	3029.4210000000003	2.444860205073216
RUNDC3A	15.301200000000003	89.2584	2.5443431447819878
CASC5	14.1574	128.91099999999997	3.1867471298140373
KNDC1	103.2888	18.333800000000004	-2.494106080029701
VTCN1	15.979999999999997	268.0404	4.068111151808175
CASP12	53.12380000000004	3.530399999999999	-3.91145479029543
SERPIND1	146.6712	26.421000000000003	-2.472828637896715
GPR158	3.7791999999999994	22.1336	2.550085347653952
CSAG1	1.0324	116.24680000000002	6.815045146008528
TPSAB1	5819.194600000001	1123.1248	-2.3733012453105986
